,CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO
3834,Senhor do Bonfim,26.4,532.1,10.4,40.1,12,2009
3835,Senhor do Bonfim,21.4,532.1,10.4,40.1,6,2005
3836,Senhor do Bonfim,21.5,532.1,10.4,40.1,8,2015
3837,Senhor do Bonfim,24.9,532.1,10.4,40.1,1,2004
3838,Senhor do Bonfim,26.9,532.1,10.4,40.1,1,1999
3839,Senhor do Bonfim,27.5,532.1,10.4,40.1,2,2006
3840,Senhor do Bonfim,25.0,532.1,10.4,40.1,12,2003
3841,Senhor do Bonfim,24.6,532.1,10.4,40.1,11,2012
3842,Senhor do Bonfim,26.1,532.1,10.4,40.1,11,2010
3843,Senhor do Bonfim,21.6,532.1,10.4,40.1,8,2007
3844,Senhor do Bonfim,21.4,532.1,10.4,40.1,7,2012
3845,Senhor do Bonfim,21.4,532.1,10.4,40.1,8,2013
3846,Senhor do Bonfim,22.6,532.1,10.4,40.1,5,2007
3847,Senhor do Bonfim,24.7,532.1,10.4,40.1,12,2000
3848,Senhor do Bonfim,21.0,532.1,10.4,40.1,7,2019
3849,Senhor do Bonfim,25.3,532.1,10.4,40.1,1,2001
3850,Senhor do Bonfim,23.6,532.1,10.4,40.1,9,2008
3851,Senhor do Bonfim,25.2,532.1,10.4,40.1,1,2011
3852,Senhor do Bonfim,22.4,532.1,10.4,40.1,5,2009
3853,Senhor do Bonfim,26.7,532.1,10.4,40.1,2,2010
3854,Senhor do Bonfim,20.6,532.1,10.4,40.1,6,2015
3855,Senhor do Bonfim,25.9,532.1,10.4,40.1,12,2016
3856,Senhor do Bonfim,21.1,532.1,10.4,40.1,9,2017
3857,Senhor do Bonfim,26.9,532.1,10.4,40.1,2,2001
3858,Senhor do Bonfim,21.0,532.1,10.4,40.1,8,2012
3859,Senhor do Bonfim,25.3,532.1,10.4,40.1,4,2001
3860,Senhor do Bonfim,24.6,532.1,10.4,40.1,9,2018
3861,Senhor do Bonfim,24.7,532.1,10.4,40.1,10,2017
3862,Senhor do Bonfim,24.6,532.1,10.4,40.1,11,2014
3863,Senhor do Bonfim,23.2,532.1,10.4,40.1,5,2004
3864,Senhor do Bonfim,25.0,532.1,10.4,40.1,9,2009
3865,Senhor do Bonfim,25.6,532.1,10.4,40.1,2,2009
3866,Senhor do Bonfim,25.3,532.1,10.4,40.1,4,2013
3867,Senhor do Bonfim,23.2,532.1,10.4,40.1,9,2013
3868,Senhor do Bonfim,22.8,532.1,10.4,40.1,9,2007
3869,Senhor do Bonfim,26.5,532.1,10.4,40.1,1,2006
3870,Senhor do Bonfim,22.4,532.1,10.4,40.1,8,2011
3871,Senhor do Bonfim,24.4,532.1,10.4,40.1,4,2000
3872,Senhor do Bonfim,25.6,532.1,10.4,40.1,2,2018
3873,Senhor do Bonfim,24.3,532.1,10.4,40.1,4,2011
3874,Senhor do Bonfim,25.5,532.1,10.4,40.1,12,2011
3875,Senhor do Bonfim,24.8,532.1,10.4,40.1,10,2011
3876,Senhor do Bonfim,25.7,532.1,10.4,40.1,3,2011
3877,Senhor do Bonfim,21.5,532.1,10.4,40.1,6,2008
3878,Senhor do Bonfim,23.0,532.1,10.4,40.1,6,2012
3879,Senhor do Bonfim,21.6,532.1,10.4,40.1,6,2018
3880,Senhor do Bonfim,25.3,532.1,10.4,40.1,3,2018
3881,Senhor do Bonfim,26.2,532.1,10.4,40.1,3,2019
3882,Senhor do Bonfim,22.1,532.1,10.4,40.1,8,2002
3883,Senhor do Bonfim,24.5,532.1,10.4,40.1,4,2007
3884,Senhor do Bonfim,24.8,532.1,10.4,40.1,4,2019
3885,Senhor do Bonfim,21.7,532.1,10.4,40.1,6,2001
3886,Senhor do Bonfim,24.8,532.1,10.4,40.1,10,2003
3887,Senhor do Bonfim,22.0,532.1,10.4,40.1,8,2009
3888,Senhor do Bonfim,26.8,532.1,10.4,40.1,1,2008
3889,Senhor do Bonfim,24.9,532.1,10.4,40.1,1,2000
3890,Senhor do Bonfim,22.9,532.1,10.4,40.1,5,2008
3891,Senhor do Bonfim,21.5,532.1,10.4,40.1,8,2006
3892,Senhor do Bonfim,26.6,532.1,10.4,40.1,12,2002
3893,Senhor do Bonfim,25.8,532.1,10.4,40.1,1,2009
3894,Serrinha,26.7,362.4,11.7,39.0,12,2019
3895,Serrinha,23.3,362.4,11.7,39.0,5,2006
3896,Serrinha,26.3,362.4,11.7,39.0,2,2008
3897,Serrinha,26.0,362.4,11.7,39.0,3,2008
3898,Serrinha,21.2,362.4,11.7,39.0,7,2003
3899,Serrinha,27.0,362.4,11.7,39.0,3,1999
3900,Serrinha,23.9,362.4,11.7,39.0,10,2014
3901,Serrinha,22.7,362.4,11.7,39.0,6,2016
3902,Serrinha,24.6,362.4,11.7,39.0,11,2003
3903,Serrinha,25.6,362.4,11.7,39.0,10,2016
3904,Serrinha,25.9,362.4,11.7,39.0,1,2016
3905,Serrinha,27.1,362.4,11.7,39.0,1,2007
3906,Serrinha,23.6,362.4,11.7,39.0,5,2002
3907,Serrinha,24.4,362.4,11.7,39.0,5,2012
3908,Serrinha,26.2,362.4,11.7,39.0,12,2010
3909,Serrinha,26.4,362.4,11.7,39.0,3,2003
3910,Serrinha,22.0,362.4,11.7,39.0,8,2003
3911,Serrinha,26.5,362.4,11.7,39.0,1,2013
3912,Serrinha,25.6,362.4,11.7,39.0,4,2008
3913,Serrinha,25.3,362.4,11.7,39.0,5,2001
3914,Serrinha,24.9,362.4,11.7,39.0,12,2000
3915,Serrinha,22.2,362.4,11.7,39.0,7,2013
3916,Serrinha,22.6,362.4,11.7,39.0,8,2011
3917,Serrinha,22.1,362.4,11.7,39.0,9,1999
3918,Serrinha,26.3,362.4,11.7,39.0,1,2008
3919,Serrinha,25.5,362.4,11.7,39.0,3,2001
3920,Serrinha,25.3,362.4,11.7,39.0,2,2004
3921,Serrinha,23.8,362.4,11.7,39.0,10,2001
3922,Serrinha,25.8,362.4,11.7,39.0,12,2001
3923,Serrinha,21.8,362.4,11.7,39.0,7,2001
3924,Serrinha,26.8,362.4,11.7,39.0,1,2018
3925,Serrinha,26.9,362.4,11.7,39.0,3,2005
3926,Serrinha,21.4,362.4,11.7,39.0,8,2014
3927,Serrinha,26.1,362.4,11.7,39.0,12,2003
3928,Serrinha,26.7,362.4,11.7,39.0,1,1999
3929,Serrinha,24.1,362.4,11.7,39.0,10,2000
3930,Serrinha,23.7,362.4,11.7,39.0,9,2015
3931,Serrinha,26.7,362.4,11.7,39.0,1,2019
3932,Serrinha,22.2,362.4,11.7,39.0,6,2001
3933,Serrinha,25.5,362.4,11.7,39.0,4,2006
3934,Serrinha,25.1,362.4,11.7,39.0,12,1999
3935,Serrinha,25.7,362.4,11.7,39.0,11,2004
3936,Serrinha,24.7,362.4,11.7,39.0,4,2005
3937,Serrinha,23.5,362.4,11.7,39.0,5,2015
3938,Serrinha,24.6,362.4,11.7,39.0,11,2000
3939,Serrinha,25.6,362.4,11.7,39.0,1,2000
3940,Serrinha,25.9,362.4,11.7,39.0,4,2015
3941,Serrinha,21.5,362.4,11.7,39.0,7,2010
3942,Serrinha,27.2,362.4,11.7,39.0,3,2006
3943,Serrinha,23.3,362.4,11.7,39.0,9,2012
3944,Serrinha,26.9,362.4,11.7,39.0,2,2010
3945,Serrinha,21.8,362.4,11.7,39.0,9,2017
3946,Serrinha,22.3,362.4,11.7,39.0,6,2003
3947,Serrinha,23.8,362.4,11.7,39.0,5,2017
3948,Serrinha,24.8,362.4,11.7,39.0,1,2001
3949,Serrinha,25.6,362.4,11.7,39.0,11,2018
3950,Serrinha,26.4,362.4,11.7,39.0,2,2005
3951,Serrinha,22.3,362.4,11.7,39.0,9,2010
3952,Serrinha,22.3,362.4,11.7,39.0,6,2005
3953,Serrinha,24.9,362.4,11.7,39.0,11,2006
3954,Serrinha,27.7,362.4,11.7,39.0,3,2013
3955,Serrinha,21.7,362.4,11.7,39.0,8,2012
3956,Serrinha,23.4,362.4,11.7,39.0,9,2002
3957,Serrinha,22.3,362.4,11.7,39.0,6,2004
3958,Serrinha,21.1,362.4,11.7,39.0,8,2015
3959,Serrinha,24.3,362.4,11.7,39.0,10,2017
3960,Serrinha,27.1,362.4,11.7,39.0,1,2009
3961,Serrinha,23.5,362.4,11.7,39.0,5,1999
3962,Serrinha,26.3,362.4,11.7,39.0,11,2009
3963,Serrinha,23.8,362.4,11.7,39.0,10,2006
3964,Serrinha,25.7,362.4,11.7,39.0,12,2011
3965,Serrinha,26.0,362.4,11.7,39.0,2,2000
3966,Serrinha,25.9,362.4,11.7,39.0,11,2016
3967,Serrinha,25.0,362.4,11.7,39.0,5,2019
3968,Serrinha,24.0,362.4,11.7,39.0,5,2013
3969,Serrinha,21.9,362.4,11.7,39.0,7,2002
3970,Serrinha,22.4,362.4,11.7,39.0,8,2009
3971,Serrinha,23.7,362.4,11.7,39.0,5,2004
3972,Serrinha,25.7,362.4,11.7,39.0,11,2010
3973,Serrinha,22.0,362.4,11.7,39.0,6,2018
3974,Serrinha,22.0,362.4,11.7,39.0,6,2007
3975,Serrinha,25.1,362.4,11.7,39.0,4,2010
3976,Serrinha,25.8,362.4,11.7,39.0,12,2005
3977,Serrinha,23.6,362.4,11.7,39.0,9,2016
3978,Serrinha,26.9,362.4,11.7,39.0,12,2009
3979,Serrinha,22.3,362.4,11.7,39.0,6,2019
3980,Serrinha,25.5,362.4,11.7,39.0,3,2000
3981,Serrinha,23.0,362.4,11.7,39.0,9,2014
3982,Serrinha,21.0,362.4,11.7,39.0,7,2006
3983,Serrinha,23.1,362.4,11.7,39.0,5,2018
3984,Serrinha,25.3,362.4,11.7,39.0,4,2011
3985,Serrinha,21.5,362.4,11.7,39.0,7,2015
3986,Serrinha,26.5,362.4,11.7,39.0,2,2009
3987,Serrinha,24.0,362.4,11.7,39.0,11,2011
3988,Serrinha,25.4,362.4,11.7,39.0,10,2018
3989,Serrinha,24.4,362.4,11.7,39.0,10,2012
3990,Serrinha,23.1,362.4,11.7,39.0,6,2012
3991,Serrinha,22.0,362.4,11.7,39.0,6,2000
3992,Serrinha,26.0,362.4,11.7,39.0,4,2013
3993,Serrinha,23.0,362.4,11.7,39.0,9,2019
3994,Serrinha,22.6,362.4,11.7,39.0,6,1999
3995,Serrinha,23.2,362.4,11.7,39.0,9,2013
3996,Serrinha,26.1,362.4,11.7,39.0,2,2016
3997,Serrinha,21.3,362.4,11.7,39.0,6,2006
3998,Serrinha,26.4,362.4,11.7,39.0,2,1999
3999,Serrinha,26.3,362.4,11.7,39.0,3,2012
4000,Serrinha,26.3,362.4,11.7,39.0,12,2002
4001,Serrinha,25.0,362.4,11.7,39.0,4,2007
4002,Serrinha,25.1,362.4,11.7,39.0,2,2002
4003,Serrinha,25.0,362.4,11.7,39.0,11,2013
4004,Serrinha,25.0,362.4,11.7,39.0,10,2004
4005,Serrinha,20.7,362.4,11.7,39.0,8,1999
4006,Serrinha,26.4,362.4,11.7,39.0,12,2017
4007,Serrinha,22.5,362.4,11.7,39.0,7,2009
4008,Serrinha,26.3,362.4,11.7,39.0,1,2014
4009,Serrinha,26.4,362.4,11.7,39.0,3,2017
4010,Serrinha,22.6,362.4,11.7,39.0,8,2016
4011,Serrinha,21.7,362.4,11.7,39.0,7,1999
4012,Serrinha,25.0,362.4,11.7,39.0,10,2010
4013,Serrinha,23.4,362.4,11.7,39.0,9,2008
4014,Serrinha,26.3,362.4,11.7,39.0,12,2016
4015,Serrinha,25.2,362.4,11.7,39.0,1,2004
4016,Serrinha,24.6,362.4,11.7,39.0,4,2018
4017,Serrinha,23.4,362.4,11.7,39.0,5,2008
4018,Serrinha,27.0,362.4,11.7,39.0,3,2019
4019,Serrinha,26.9,362.4,11.7,39.0,12,2015
4020,Serrinha,22.4,362.4,11.7,39.0,6,2010
4021,Serrinha,22.2,362.4,11.7,39.0,6,2011
4022,Serrinha,24.8,362.4,11.7,39.0,10,2019
4023,Serrinha,24.6,362.4,11.7,39.0,10,2002
4024,Serrinha,22.1,362.4,11.7,39.0,6,2015
4025,Serrinha,24.7,362.4,11.7,39.0,1,2002
4026,Serrinha,27.0,362.4,11.7,39.0,11,2015
4027,Serrinha,25.1,362.4,11.7,39.0,4,2004
4028,Serrinha,26.8,362.4,11.7,39.0,2,2013
4029,Serrinha,21.8,362.4,11.7,39.0,9,2007
4030,Serrinha,21.0,362.4,11.7,39.0,7,2008
4031,Serrinha,23.1,362.4,11.7,39.0,10,1999
4032,Serrinha,21.3,362.4,11.7,39.0,8,2007
4033,Serrinha,22.0,362.4,11.7,39.0,7,2011
4034,Serrinha,23.1,362.4,11.7,39.0,6,2009
4035,Serrinha,26.7,362.4,11.7,39.0,1,2010
4036,Serrinha,24.3,362.4,11.7,39.0,10,2003
4037,Serrinha,22.3,362.4,11.7,39.0,9,2000
4038,Serrinha,21.5,362.4,11.7,39.0,7,2018
4039,Serrinha,25.4,362.4,11.7,39.0,4,2017
4040,Serrinha,25.4,362.4,11.7,39.0,11,2001
4041,Serrinha,26.2,362.4,11.7,39.0,2,2015
4042,Serrinha,25.4,362.4,11.7,39.0,11,2007
4043,Serrinha,24.9,362.4,11.7,39.0,11,2014
4044,Serrinha,22.6,362.4,11.7,39.0,9,2003
4045,Serrinha,21.5,362.4,11.7,39.0,8,2000
4046,Serrinha,25.8,362.4,11.7,39.0,11,2012
4047,Serrinha,22.8,362.4,11.7,39.0,9,2011
4048,Serrinha,22.0,362.4,11.7,39.0,7,2012
4049,Serrinha,21.7,362.4,11.7,39.0,8,2008
4050,Serrinha,21.2,362.4,11.7,39.0,8,2010
4051,Serrinha,25.9,362.4,11.7,39.0,2,2012
4052,Serrinha,26.9,362.4,11.7,39.0,1,2005
4053,Serrinha,21.6,362.4,11.7,39.0,8,2006
4054,Serrinha,23.4,362.4,11.7,39.0,5,2011
4055,Serrinha,24.8,362.4,11.7,39.0,10,2015
4056,Serrinha,25.6,362.4,11.7,39.0,12,2007
4057,Serrinha,21.3,362.4,11.7,39.0,7,2019
4058,Serrinha,21.3,362.4,11.7,39.0,7,2005
4059,Serrinha,26.8,362.4,11.7,39.0,3,2011
4060,Serrinha,25.5,362.4,11.7,39.0,3,2004
4061,Serrinha,24.6,362.4,11.7,39.0,4,2000
4062,Serrinha,21.5,362.4,11.7,39.0,7,2007
4063,Serrinha,27.0,362.4,11.7,39.0,3,2016
4064,Serrinha,21.8,362.4,11.7,39.0,8,2004
4065,Serrinha,26.1,362.4,11.7,39.0,3,2014
4066,Serrinha,21.0,362.4,11.7,39.0,8,2001
4067,Serrinha,26.2,362.4,11.7,39.0,1,2015
4068,Serrinha,27.2,362.4,11.7,39.0,1,2003
4069,Serrinha,26.7,362.4,11.7,39.0,3,2015
4070,Serrinha,23.2,362.4,11.7,39.0,5,2007
4071,Santa Rita de Cássia,28.0,450.0,11.0,44.5,12,2019
4072,Santa Rita de Cássia,25.6,450.0,11.0,44.5,1,2009
4073,Santa Rita de Cássia,26.2,450.0,11.0,44.5,11,2006
4074,Santa Rita de Cássia,26.1,450.0,11.0,44.5,12,2016
4075,Santa Rita de Cássia,24.6,450.0,11.0,44.5,4,2008
4076,Santa Rita de Cássia,25.7,450.0,11.0,44.5,5,2013
4077,Santa Rita de Cássia,28.4,450.0,11.0,44.5,10,2014
4078,Santa Rita de Cássia,26.4,450.0,11.0,44.5,11,2018
4079,Santa Rita de Cássia,23.6,450.0,11.0,44.5,7,2016
4080,Santa Rita de Cássia,23.6,450.0,11.0,44.5,7,2011
4081,Santa Rita de Cássia,25.7,450.0,11.0,44.5,2,2014
4082,Santa Rita de Cássia,26.1,450.0,11.0,44.5,10,1999
4083,Santa Rita de Cássia,27.1,450.0,11.0,44.5,9,2016
4084,Santa Rita de Cássia,25.6,450.0,11.0,44.5,12,2001
4085,Santa Rita de Cássia,25.3,450.0,11.0,44.5,8,2013
4086,Santa Rita de Cássia,26.4,450.0,11.0,44.5,5,2007
4087,Santa Rita de Cássia,25.9,450.0,11.0,44.5,3,2007
4088,Santa Rita de Cássia,25.4,450.0,11.0,44.5,5,2012
4089,Santa Rita de Cássia,25.1,450.0,11.0,44.5,1,2004
4090,Santa Rita de Cássia,25.8,450.0,11.0,44.5,1,2005
4091,Santa Rita de Cássia,25.9,450.0,11.0,44.5,9,2011
4092,Santa Rita de Cássia,26.3,450.0,11.0,44.5,4,2015
4093,Santa Rita de Cássia,26.8,450.0,11.0,44.5,11,2010
4094,Santa Rita de Cássia,23.4,450.0,11.0,44.5,6,2004
4095,Santa Rita de Cássia,25.0,450.0,11.0,44.5,8,2005
4096,Santa Rita de Cássia,25.1,450.0,11.0,44.5,5,2015
4097,Santa Rita de Cássia,26.1,450.0,11.0,44.5,4,2019
4098,Santa Rita de Cássia,22.7,450.0,11.0,44.5,7,2017
4099,Santa Rita de Cássia,27.1,450.0,11.0,44.5,1,2007
4100,Santa Rita de Cássia,27.3,450.0,11.0,44.5,9,2006
4101,Santa Rita de Cássia,25.7,450.0,11.0,44.5,3,2005
4102,Santa Rita de Cássia,24.8,450.0,11.0,44.5,3,2001
4103,Santa Rita de Cássia,26.5,450.0,11.0,44.5,9,2003
4104,Santa Rita de Cássia,25.5,450.0,11.0,44.5,3,2019
4105,Santa Rita de Cássia,23.9,450.0,11.0,44.5,6,2005
4106,Santa Rita de Cássia,25.7,450.0,11.0,44.5,8,2018
4107,Santa Rita de Cássia,23.8,450.0,11.0,44.5,6,2003
4108,Santa Rita de Cássia,26.0,450.0,11.0,44.5,4,2003
4109,Santa Rita de Cássia,25.6,450.0,11.0,44.5,5,2019
4110,Santa Rita de Cássia,25.7,450.0,11.0,44.5,8,2009
4111,Santa Rita de Cássia,25.6,450.0,11.0,44.5,4,2014
4112,Santa Rita de Cássia,25.8,450.0,11.0,44.5,2,2002
4113,Santa Rita de Cássia,24.4,450.0,11.0,44.5,6,2012
4114,Santa Rita de Cássia,28.5,450.0,11.0,44.5,10,2013
4115,Santa Rita de Cássia,23.2,450.0,11.0,44.5,7,2018
4116,Santa Rita de Cássia,24.7,450.0,11.0,44.5,4,2001
4117,Santa Rita de Cássia,28.2,450.0,11.0,44.5,12,2015
4118,Santa Rita de Cássia,25.3,450.0,11.0,44.5,3,2011
4119,Santa Rita de Cássia,27.3,450.0,11.0,44.5,11,2013
4120,Santa Rita de Cássia,26.1,450.0,11.0,44.5,9,2017
4121,Santa Rita de Cássia,27.0,450.0,11.0,44.5,9,2002
4122,Santa Rita de Cássia,27.3,450.0,11.0,44.5,11,2002
4123,Santa Rita de Cássia,25.7,450.0,11.0,44.5,9,1999
4124,Santa Rita de Cássia,24.8,450.0,11.0,44.5,5,2001
4125,Santa Rita de Cássia,27.1,450.0,11.0,44.5,9,2001
4126,Santa Rita de Cássia,25.1,450.0,11.0,44.5,8,2015
4127,Santa Rita de Cássia,28.4,450.0,11.0,44.5,10,2018
4128,Santa Rita de Cássia,27.8,450.0,11.0,44.5,10,2006
4129,Santa Rita de Cássia,25.7,450.0,11.0,44.5,4,2017
4130,Santa Rita de Cássia,26.1,450.0,11.0,44.5,3,2002
4131,Santa Rita de Cássia,25.3,450.0,11.0,44.5,5,2018
4132,Santa Rita de Cássia,26.1,450.0,11.0,44.5,1,2018
4133,Santa Rita de Cássia,24.6,450.0,11.0,44.5,2,2000
4134,Santa Rita de Cássia,25.9,450.0,11.0,44.5,1,2013
4135,Santa Rita de Cássia,23.3,450.0,11.0,44.5,7,1999
4136,Santa Rita de Cássia,26.6,450.0,11.0,44.5,1,2015
4137,Santa Rita de Cássia,25.3,450.0,11.0,44.5,3,2006
4138,Santa Rita de Cássia,25.4,450.0,11.0,44.5,4,2004
4139,Santa Rita de Cássia,23.5,450.0,11.0,44.5,7,2003
4140,Santa Rita de Cássia,28.1,450.0,11.0,44.5,11,2004
4141,Santa Rita de Cássia,24.5,450.0,11.0,44.5,1,2001
4142,Santa Rita de Cássia,24.1,450.0,11.0,44.5,8,2010
4143,Santa Rita de Cássia,28.4,450.0,11.0,44.5,10,2002
4144,Santa Rita de Cássia,24.4,450.0,11.0,44.5,6,2017
4145,Santa Rita de Cássia,24.0,450.0,11.0,44.5,6,2019
4146,Santa Rita de Cássia,27.3,450.0,11.0,44.5,3,2016
4147,Santa Rita de Cássia,25.0,450.0,11.0,44.5,1,2016
4148,Santa Rita de Cássia,24.6,450.0,11.0,44.5,8,2019
4149,Santa Rita de Cássia,23.7,450.0,11.0,44.5,5,2000
4150,Santa Rita de Cássia,26.9,450.0,11.0,44.5,12,2006
4151,Santa Rita de Cássia,28.6,450.0,11.0,44.5,11,2019
4152,Santa Rita de Cássia,25.2,450.0,11.0,44.5,2,2007
4153,Santa Rita de Cássia,26.5,450.0,11.0,44.5,12,2004
4154,Santa Rita de Cássia,25.4,450.0,11.0,44.5,3,2009
4155,Santa Rita de Cássia,27.1,450.0,11.0,44.5,9,2010
4156,Santa Rita de Cássia,27.4,450.0,11.0,44.5,9,2008
4157,Santa Rita de Cássia,26.6,450.0,11.0,44.5,5,2010
4158,Santa Rita de Cássia,25.9,450.0,11.0,44.5,2,2006
4159,Santa Rita de Cássia,25.3,450.0,11.0,44.5,5,2014
4160,Santa Rita de Cássia,28.1,450.0,11.0,44.5,9,2015
4161,Santa Rita de Cássia,25.1,450.0,11.0,44.5,8,2004
4162,Santa Rita de Cássia,24.3,450.0,11.0,44.5,12,1999
4163,Santa Rita de Cássia,25.5,450.0,11.0,44.5,2,2019
4164,Santa Rita de Cássia,25.4,450.0,11.0,44.5,12,2014
4165,Santa Rita de Cássia,24.6,450.0,11.0,44.5,1,2002
4166,Santa Rita de Cássia,24.5,450.0,11.0,44.5,8,2007
4167,Santa Rita de Cássia,25.4,450.0,11.0,44.5,2,2008
4168,Santa Rita de Cássia,24.3,450.0,11.0,44.5,8,2000
4169,Santa Rita de Cássia,22.4,450.0,11.0,44.5,7,2006
4170,Santa Rita de Cássia,25.8,450.0,11.0,44.5,11,2012
4171,Santa Rita de Cássia,25.6,450.0,11.0,44.5,2,2005
4172,Santa Rita de Cássia,27.2,450.0,11.0,44.5,2,2013
4173,Santa Rita de Cássia,26.0,450.0,11.0,44.5,4,2013
4174,Santa Rita de Cássia,24.0,450.0,11.0,44.5,5,2005
4175,Santa Rita de Cássia,24.8,450.0,11.0,44.5,7,2002
4176,Santa Rita de Cássia,27.6,450.0,11.0,44.5,10,2011
4177,Santa Rita de Cássia,26.4,450.0,11.0,44.5,12,2007
4178,Santa Rita de Cássia,28.2,450.0,11.0,44.5,9,2013
4179,Santa Rita de Cássia,26.0,450.0,11.0,44.5,12,2010
4180,Santa Rita de Cássia,29.0,450.0,11.0,44.5,10,2017
4181,Santa Rita de Cássia,25.5,450.0,11.0,44.5,1,1999
4182,Santa Rita de Cássia,25.3,450.0,11.0,44.5,5,1999
4183,Santa Rita de Cássia,27.1,450.0,11.0,44.5,1,2006
4184,Santa Rita de Cássia,29.1,450.0,11.0,44.5,10,2012
4185,Santa Rita de Cássia,26.9,450.0,11.0,44.5,11,2005
4186,Santa Rita de Cássia,24.9,450.0,11.0,44.5,7,2015
4187,Santa Rita de Cássia,24.5,450.0,11.0,44.5,7,2007
4188,Santa Rita de Cássia,24.0,450.0,11.0,44.5,5,2006
4189,Santa Rita de Cássia,26.5,450.0,11.0,44.5,11,2001
4190,Santa Rita de Cássia,25.6,450.0,11.0,44.5,3,2003
4191,Santa Rita de Cássia,25.3,450.0,11.0,44.5,6,2013
4192,Santa Rita de Cássia,25.4,450.0,11.0,44.5,12,2005
4193,Santa Rita de Cássia,25.2,450.0,11.0,44.5,8,2003
4194,Santa Rita de Cássia,24.9,450.0,11.0,44.5,5,2004
4195,Santa Rita de Cássia,29.2,450.0,11.0,44.5,10,2015
4196,Santa Rita de Cássia,28.8,450.0,11.0,44.5,9,2009
4197,Santa Rita de Cássia,25.7,450.0,11.0,44.5,2,2012
4198,Santa Rita de Cássia,27.0,450.0,11.0,44.5,3,2013
4199,Santa Rita de Cássia,25.5,450.0,11.0,44.5,5,2003
4200,Santa Rita de Cássia,24.7,450.0,11.0,44.5,2,2017
4201,Santa Rita de Cássia,25.5,450.0,11.0,44.5,3,2014
4202,Santa Rita de Cássia,24.6,450.0,11.0,44.5,8,1999
4203,Santa Rita de Cássia,27.3,450.0,11.0,44.5,12,2012
4204,Santa Rita de Cássia,24.6,450.0,11.0,44.5,4,2000
4205,Santa Rita de Cássia,28.1,450.0,11.0,44.5,10,2016
4206,Santa Rita de Cássia,24.9,450.0,11.0,44.5,2,2015
4207,Santa Rita de Cássia,25.6,450.0,11.0,44.5,5,2017
4208,Santa Rita de Cássia,24.3,450.0,11.0,44.5,6,1999
4209,Santa Rita de Cássia,26.2,450.0,11.0,44.5,2,2016
4210,Santa Rita de Cássia,24.3,450.0,11.0,44.5,6,2011
4211,Santa Rita de Cássia,27.3,450.0,11.0,44.5,10,2000
4212,Santa Rita de Cássia,28.7,450.0,11.0,44.5,10,2019
4213,Santa Rita de Cássia,25.7,450.0,11.0,44.5,5,2016
4214,Santa Rita de Cássia,24.7,450.0,11.0,44.5,3,1999
4215,Santa Rita de Cássia,26.4,450.0,11.0,44.5,1,2014
4216,Santa Rita de Cássia,26.7,450.0,11.0,44.5,11,2017
4217,Santa Rita de Cássia,25.5,450.0,11.0,44.5,1,2010
4218,Santa Rita de Cássia,26.0,450.0,11.0,44.5,12,2017
4219,Santa Rita de Cássia,26.4,450.0,11.0,44.5,1,2017
4220,Santa Rita de Cássia,27.4,450.0,11.0,44.5,11,2003
4221,Santa Rita de Cássia,23.9,450.0,11.0,44.5,7,2009
4222,Santa Rita de Cássia,24.7,450.0,11.0,44.5,6,2010
4223,Santa Rita de Cássia,24.9,450.0,11.0,44.5,6,2016
4224,Santa Rita de Cássia,26.7,450.0,11.0,44.5,9,2007
4225,Santa Rita de Cássia,23.5,450.0,11.0,44.5,7,2005
4226,Santa Rita de Cássia,26.5,450.0,11.0,44.5,4,2007
4227,Santa Rita de Cássia,25.3,450.0,11.0,44.5,11,2000
4228,Santa Rita de Cássia,24.6,450.0,11.0,44.5,3,2004
4229,Santa Rita de Cássia,27.3,450.0,11.0,44.5,9,2019
4230,Santa Rita de Cássia,26.2,450.0,11.0,44.5,8,2016
4231,Santa Rita de Cássia,24.6,450.0,11.0,44.5,3,2000
4232,Santa Rita de Cássia,28.0,450.0,11.0,44.5,10,2003
4233,Santa Rita de Cássia,23.8,450.0,11.0,44.5,6,2001
4234,Santa Rita de Cássia,23.5,450.0,11.0,44.5,6,2018
4235,Santa Rita de Cássia,24.9,450.0,11.0,44.5,2,2004
4236,Santa Rita de Cássia,25.9,450.0,11.0,44.5,1,2011
4237,Santa Rita de Cássia,24.1,450.0,11.0,44.5,7,2012
4238,Santa Rita de Cássia,25.2,450.0,11.0,44.5,2,1999
4239,Santa Rita de Cássia,26.1,450.0,11.0,44.5,9,2000
4240,Santa Rita de Cássia,25.5,450.0,11.0,44.5,2,2003
4241,Santa Rita de Cássia,26.3,450.0,11.0,44.5,12,2002
4242,Santa Rita de Cássia,27.0,450.0,11.0,44.5,9,2012
4243,Santa Rita de Cássia,27.3,450.0,11.0,44.5,11,2016
4244,Santa Rita de Cássia,24.5,450.0,11.0,44.5,1,2000
4245,Santa Rita de Cássia,25.4,450.0,11.0,44.5,12,2008
4246,Santa Rita de Cássia,26.1,450.0,11.0,44.5,1,2008
4247,Santa Rita de Cássia,28.3,450.0,11.0,44.5,10,2010
4248,Vitória da Conquista,23.2,879.5,14.9,40.8,12,2019
4249,Vitória da Conquista,19.3,879.5,14.9,40.8,9,2006
4250,Vitória da Conquista,21.4,879.5,14.9,40.8,10,2016
4251,Vitória da Conquista,22.3,879.5,14.9,40.8,1,2010
