CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO,,,,,
SERRINHA,"22,2","362,4","11,7","39,0",7,2013,,,,,
SERRINHA,"21,8","362,4","11,7","39,0",8,2013,,,,,
SERRINHA,"23,2","362,4","11,7","39,0",9,2013,,,,,
SERRINHA,"24,1","362,4","11,7","39,0",10,2013,,,,,
SERRINHA,"25,0","362,4","11,7","39,0",11,2013,,,,,
SERRINHA,"26,0","362,4","11,7","39,0",12,2013,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",1,2014,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",2,2014,,,,,
SERRINHA,"26,1","362,4","11,7","39,0",3,2014,,,,,
SERRINHA,"26,0","362,4","11,7","39,0",4,2014,,,,,
SERRINHA,"24,0","362,4","11,7","39,0",5,2014,,,,,
SERRINHA,"22,7","362,4","11,7","39,0",6,2014,,,,,
SERRINHA,"21,6","362,4","11,7","39,0",7,2014,,,,,
SERRINHA,"21,4","362,4","11,7","39,0",8,2014,,,,,
SERRINHA,"23,0","362,4","11,7","39,0",9,2014,,,,,
SERRINHA,"23,9","362,4","11,7","39,0",10,2014,,,,,
SERRINHA,"24,9","362,4","11,7","39,0",11,2014,,,,,
SERRINHA,"25,3","362,4","11,7","39,0",12,2014,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",1,2015,,,,,
SERRINHA,"26,2","362,4","11,7","39,0",2,2015,,,,,
SERRINHA,"26,7","362,4","11,7","39,0",3,2015,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",4,2015,,,,,
SERRINHA,"23,5","362,4","11,7","39,0",5,2015,,,,,
SERRINHA,"22,1","362,4","11,7","39,0",6,2015,,,,,
SERRINHA,"21,5","362,4","11,7","39,0",7,2015,,,,,
SERRINHA,"21,1","362,4","11,7","39,0",8,2015,,,,,
SERRINHA,"23,7","362,4","11,7","39,0",9,2015,,,,,
SERRINHA,"24,8","362,4","11,7","39,0",10,2015,,,,,
SERRINHA,"27,0","362,4","11,7","39,0",11,2015,,,,,
SERRINHA,"26,9","362,4","11,7","39,0",12,2015,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",1,2016,,,,,
SERRINHA,"26,1","362,4","11,7","39,0",2,2016,,,,,
SERRINHA,"27,0","362,4","11,7","39,0",3,2016,,,,,
SERRINHA,"26,0","362,4","11,7","39,0",4,2016,,,,,
SERRINHA,"24,1","362,4","11,7","39,0",5,2016,,,,,
SERRINHA,"22,7","362,4","11,7","39,0",6,2016,,,,,
SERRINHA,"22,0","362,4","11,7","39,0",7,2016,,,,,
SERRINHA,"22,6","362,4","11,7","39,0",8,2016,,,,,
SERRINHA,"23,6","362,4","11,7","39,0",9,2016,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",10,2016,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",11,2016,,,,,
SERRINHA,"26,3","362,4","11,7","39,0",12,2016,,,,,
SERRINHA,"26,7","362,4","11,7","39,0",1,2017,,,,,
SERRINHA,"26,7","362,4","11,7","39,0",2,2017,,,,,
SERRINHA,"26,4","362,4","11,7","39,0",3,2017,,,,,
SERRINHA,"25,4","362,4","11,7","39,0",4,2017,,,,,
SERRINHA,"23,8","362,4","11,7","39,0",5,2017,,,,,
SERRINHA,"22,7","362,4","11,7","39,0",6,2017,,,,,
SERRINHA,"20,6","362,4","11,7","39,0",7,2017,,,,,
SERRINHA,"21,9","362,4","11,7","39,0",8,2017,,,,,
SERRINHA,"21,8","362,4","11,7","39,0",9,2017,,,,,
SERRINHA,"24,3","362,4","11,7","39,0",10,2017,,,,,
SERRINHA,"25,7","362,4","11,7","39,0",11,2017,,,,,
SERRINHA,"26,4","362,4","11,7","39,0",12,2017,,,,,
SERRINHA,"26,8","362,4","11,7","39,0",1,2018,,,,,
SERRINHA,"26,8","362,4","11,7","39,0",2,2018,,,,,
SERRINHA,"26,6","362,4","11,7","39,0",3,2018,,,,,
SERRINHA,"24,6","362,4","11,7","39,0",4,2018,,,,,
SERRINHA,"23,1","362,4","11,7","39,0",5,2018,,,,,
SERRINHA,"22,0","362,4","11,7","39,0",6,2018,,,,,
SERRINHA,"21,5","362,4","11,7","39,0",7,2018,,,,,
SERRINHA,"22,8","362,4","11,7","39,0",8,2018,,,,,
SERRINHA,"23,9","362,4","11,7","39,0",9,2018,,,,,
SERRINHA,"25,4","362,4","11,7","39,0",10,2018,,,,,
SERRINHA,"25,6","362,4","11,7","39,0",11,2018,,,,,
SERRINHA,"25,9","362,4","11,7","39,0",12,2018,,,,,
SERRINHA,"26,7","362,4","11,7","39,0",1,2019,,,,,
SERRINHA,"27,9","362,4","11,7","39,0",2,2019,,,,,
SERRINHA,"27,0","362,4","11,7","39,0",3,2019,,,,,
SERRINHA,"26,0","362,4","11,7","39,0",4,2019,,,,,
SERRINHA,"25,0","362,4","11,7","39,0",5,2019,,,,,
SERRINHA,"22,3","362,4","11,7","39,0",6,2019,,,,,
SERRINHA,"21,3","362,4","11,7","39,0",7,2019,,,,,
SERRINHA,"21,4","362,4","11,7","39,0",8,2019,,,,,
SERRINHA,"23,0","362,4","11,7","39,0",9,2019,,,,,
SERRINHA,"24,8","362,4","11,7","39,0",10,2019,,,,,
SERRINHA,"26,4","362,4","11,7","39,0",11,2019,,Latitude: -11.002765,,,
SERRINHA,"26,7","362,4","11,7","39,0",12,2019,,Longitude: -44.52496,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",1,1999,,Altitude: 450.01,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",2,1999,,,,,
SANTA RITA DE CÁSSIA,"24,7","450,0","11,0","44,5",3,1999,,,,,
SANTA RITA DE CÁSSIA,"25,8","450,0","11,0","44,5",4,1999,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",5,1999,,,,,
SANTA RITA DE CÁSSIA,"24,3","450,0","11,0","44,5",6,1999,,,,,
SANTA RITA DE CÁSSIA,"23,3","450,0","11,0","44,5",7,1999,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",8,1999,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",9,1999,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",10,1999,,,,,
SANTA RITA DE CÁSSIA,"24,4","450,0","11,0","44,5",11,1999,,,,,
SANTA RITA DE CÁSSIA,"24,3","450,0","11,0","44,5",12,1999,,,,,
SANTA RITA DE CÁSSIA,"24,5","450,0","11,0","44,5",1,2000,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",2,2000,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",3,2000,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",4,2000,,,,,
SANTA RITA DE CÁSSIA,"23,7","450,0","11,0","44,5",5,2000,,,,,
SANTA RITA DE CÁSSIA,"22,7","450,0","11,0","44,5",6,2000,,,,,
SANTA RITA DE CÁSSIA,"22,8","450,0","11,0","44,5",7,2000,,,,,
SANTA RITA DE CÁSSIA,"24,3","450,0","11,0","44,5",8,2000,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",9,2000,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",10,2000,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",11,2000,,,,,
SANTA RITA DE CÁSSIA,"24,7","450,0","11,0","44,5",12,2000,,,,,
SANTA RITA DE CÁSSIA,"24,5","450,0","11,0","44,5",1,2001,,,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",2,2001,,,,,
SANTA RITA DE CÁSSIA,"24,8","450,0","11,0","44,5",3,2001,,,,,
SANTA RITA DE CÁSSIA,"24,7","450,0","11,0","44,5",4,2001,,,,,
SANTA RITA DE CÁSSIA,"24,8","450,0","11,0","44,5",5,2001,,,,,
SANTA RITA DE CÁSSIA,"23,8","450,0","11,0","44,5",6,2001,,,,,
SANTA RITA DE CÁSSIA,"23,9","450,0","11,0","44,5",7,2001,,,,,
SANTA RITA DE CÁSSIA,"24,2","450,0","11,0","44,5",8,2001,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",9,2001,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",10,2001,,,,,
SANTA RITA DE CÁSSIA,"26,5","450,0","11,0","44,5",11,2001,,,,,
SANTA RITA DE CÁSSIA,"25,6","450,0","11,0","44,5",12,2001,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",1,2002,,,,,
SANTA RITA DE CÁSSIA,"25,8","450,0","11,0","44,5",2,2002,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",3,2002,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",4,2002,,,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",5,2002,,,,,
SANTA RITA DE CÁSSIA,"23,8","450,0","11,0","44,5",6,2002,,,,,
SANTA RITA DE CÁSSIA,"24,8","450,0","11,0","44,5",7,2002,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",8,2002,,,,,
SANTA RITA DE CÁSSIA,"27,0","450,0","11,0","44,5",9,2002,,,,,
SANTA RITA DE CÁSSIA,"28,4","450,0","11,0","44,5",10,2002,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",11,2002,,,,,
SANTA RITA DE CÁSSIA,"26,3","450,0","11,0","44,5",12,2002,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",1,2003,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",2,2003,,,,,
SANTA RITA DE CÁSSIA,"25,6","450,0","11,0","44,5",3,2003,,,,,
SANTA RITA DE CÁSSIA,"26,0","450,0","11,0","44,5",4,2003,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",5,2003,,,,,
SANTA RITA DE CÁSSIA,"23,8","450,0","11,0","44,5",6,2003,,,,,
SANTA RITA DE CÁSSIA,"23,5","450,0","11,0","44,5",7,2003,,,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",8,2003,,,,,
SANTA RITA DE CÁSSIA,"26,5","450,0","11,0","44,5",9,2003,,,,,
SANTA RITA DE CÁSSIA,"28,0","450,0","11,0","44,5",10,2003,,,,,
SANTA RITA DE CÁSSIA,"27,4","450,0","11,0","44,5",11,2003,,,,,
SANTA RITA DE CÁSSIA,"27,8","450,0","11,0","44,5",12,2003,,,,,
SANTA RITA DE CÁSSIA,"25,1","450,0","11,0","44,5",1,2004,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",2,2004,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",3,2004,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",4,2004,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",5,2004,,,,,
SANTA RITA DE CÁSSIA,"23,4","450,0","11,0","44,5",6,2004,,,,,
SANTA RITA DE CÁSSIA,"23,6","450,0","11,0","44,5",7,2004,,,,,
SANTA RITA DE CÁSSIA,"25,1","450,0","11,0","44,5",8,2004,,,,,
SANTA RITA DE CÁSSIA,"26,5","450,0","11,0","44,5",9,2004,,,,,
SANTA RITA DE CÁSSIA,"28,7","450,0","11,0","44,5",10,2004,,,,,
SANTA RITA DE CÁSSIA,"28,1","450,0","11,0","44,5",11,2004,,,,,
SANTA RITA DE CÁSSIA,"26,5","450,0","11,0","44,5",12,2004,,,,,
SANTA RITA DE CÁSSIA,"25,8","450,0","11,0","44,5",1,2005,,,,,
SANTA RITA DE CÁSSIA,"25,6","450,0","11,0","44,5",2,2005,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",3,2005,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",4,2005,,,,,
SANTA RITA DE CÁSSIA,"24,0","450,0","11,0","44,5",5,2005,,,,,
SANTA RITA DE CÁSSIA,"23,9","450,0","11,0","44,5",6,2005,,,,,
SANTA RITA DE CÁSSIA,"23,5","450,0","11,0","44,5",7,2005,,,,,
SANTA RITA DE CÁSSIA,"25,0","450,0","11,0","44,5",8,2005,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",9,2005,,,,,
SANTA RITA DE CÁSSIA,"29,2","450,0","11,0","44,5",10,2005,,,,,
SANTA RITA DE CÁSSIA,"26,9","450,0","11,0","44,5",11,2005,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",12,2005,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",1,2006,,,,,
SANTA RITA DE CÁSSIA,"25,9","450,0","11,0","44,5",2,2006,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",3,2006,,,,,
SANTA RITA DE CÁSSIA,"24,8","450,0","11,0","44,5",4,2006,,,,,
SANTA RITA DE CÁSSIA,"24,0","450,0","11,0","44,5",5,2006,,,,,
SANTA RITA DE CÁSSIA,"22,0","450,0","11,0","44,5",6,2006,,,,,
SANTA RITA DE CÁSSIA,"22,4","450,0","11,0","44,5",7,2006,,,,,
SANTA RITA DE CÁSSIA,"24,4","450,0","11,0","44,5",8,2006,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",9,2006,,,,,
SANTA RITA DE CÁSSIA,"27,8","450,0","11,0","44,5",10,2006,,,,,
SANTA RITA DE CÁSSIA,"26,2","450,0","11,0","44,5",11,2006,,,,,
SANTA RITA DE CÁSSIA,"26,9","450,0","11,0","44,5",12,2006,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",1,2007,,,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",2,2007,,,,,
SANTA RITA DE CÁSSIA,"25,9","450,0","11,0","44,5",3,2007,,,,,
SANTA RITA DE CÁSSIA,"26,5","450,0","11,0","44,5",4,2007,,,,,
SANTA RITA DE CÁSSIA,"26,4","450,0","11,0","44,5",5,2007,,,,,
SANTA RITA DE CÁSSIA,"24,1","450,0","11,0","44,5",6,2007,,,,,
SANTA RITA DE CÁSSIA,"24,5","450,0","11,0","44,5",7,2007,,,,,
SANTA RITA DE CÁSSIA,"24,5","450,0","11,0","44,5",8,2007,,,,,
SANTA RITA DE CÁSSIA,"26,7","450,0","11,0","44,5",9,2007,,,,,
SANTA RITA DE CÁSSIA,"29,1","450,0","11,0","44,5",10,2007,,,,,
SANTA RITA DE CÁSSIA,"28,9","450,0","11,0","44,5",11,2007,,,,,
SANTA RITA DE CÁSSIA,"26,4","450,0","11,0","44,5",12,2007,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",1,2008,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",2,2008,,,,,
SANTA RITA DE CÁSSIA,"24,8","450,0","11,0","44,5",3,2008,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",4,2008,,,,,
SANTA RITA DE CÁSSIA,"24,3","450,0","11,0","44,5",5,2008,,,,,
SANTA RITA DE CÁSSIA,"22,4","450,0","11,0","44,5",6,2008,,,,,
SANTA RITA DE CÁSSIA,"22,3","450,0","11,0","44,5",7,2008,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",8,2008,,,,,
SANTA RITA DE CÁSSIA,"27,4","450,0","11,0","44,5",9,2008,,,,,
SANTA RITA DE CÁSSIA,"29,1","450,0","11,0","44,5",10,2008,,,,,
SANTA RITA DE CÁSSIA,"27,5","450,0","11,0","44,5",11,2008,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",12,2008,,,,,
SANTA RITA DE CÁSSIA,"25,6","450,0","11,0","44,5",1,2009,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",2,2009,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",3,2009,,,,,
SANTA RITA DE CÁSSIA,"24,5","450,0","11,0","44,5",4,2009,,,,,
SANTA RITA DE CÁSSIA,"24,7","450,0","11,0","44,5",5,2009,,,,,
SANTA RITA DE CÁSSIA,"23,8","450,0","11,0","44,5",6,2009,,,,,
SANTA RITA DE CÁSSIA,"23,9","450,0","11,0","44,5",7,2009,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",8,2009,,,,,
SANTA RITA DE CÁSSIA,"28,8","450,0","11,0","44,5",9,2009,,,,,
SANTA RITA DE CÁSSIA,"27,8","450,0","11,0","44,5",10,2009,,,,,
SANTA RITA DE CÁSSIA,"27,8","450,0","11,0","44,5",11,2009,,,,,
SANTA RITA DE CÁSSIA,"25,9","450,0","11,0","44,5",12,2009,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",1,2010,,,,,
SANTA RITA DE CÁSSIA,"27,8","450,0","11,0","44,5",2,2010,,,,,
SANTA RITA DE CÁSSIA,"26,3","450,0","11,0","44,5",3,2010,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",4,2010,,,,,
SANTA RITA DE CÁSSIA,"26,6","450,0","11,0","44,5",5,2010,,,,,
SANTA RITA DE CÁSSIA,"24,7","450,0","11,0","44,5",6,2010,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",7,2010,,,,,
SANTA RITA DE CÁSSIA,"24,1","450,0","11,0","44,5",8,2010,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",9,2010,,,,,
SANTA RITA DE CÁSSIA,"28,3","450,0","11,0","44,5",10,2010,,,,,
SANTA RITA DE CÁSSIA,"26,8","450,0","11,0","44,5",11,2010,,,,,
SANTA RITA DE CÁSSIA,"26,0","450,0","11,0","44,5",12,2010,,,,,
SANTA RITA DE CÁSSIA,"25,9","450,0","11,0","44,5",1,2011,,,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",2,2011,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",3,2011,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",4,2011,,,,,
SANTA RITA DE CÁSSIA,"25,1","450,0","11,0","44,5",5,2011,,,,,
SANTA RITA DE CÁSSIA,"24,3","450,0","11,0","44,5",6,2011,,,,,
SANTA RITA DE CÁSSIA,"23,6","450,0","11,0","44,5",7,2011,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",8,2011,,,,,
SANTA RITA DE CÁSSIA,"25,9","450,0","11,0","44,5",9,2011,,,,,
SANTA RITA DE CÁSSIA,"27,6","450,0","11,0","44,5",10,2011,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",11,2011,,,,,
SANTA RITA DE CÁSSIA,"26,0","450,0","11,0","44,5",12,2011,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",1,2012,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",2,2012,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",3,2012,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",4,2012,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",5,2012,,,,,
SANTA RITA DE CÁSSIA,"24,4","450,0","11,0","44,5",6,2012,,,,,
SANTA RITA DE CÁSSIA,"24,1","450,0","11,0","44,5",7,2012,,,,,
SANTA RITA DE CÁSSIA,"25,0","450,0","11,0","44,5",8,2012,,,,,
SANTA RITA DE CÁSSIA,"27,0","450,0","11,0","44,5",9,2012,,,,,
SANTA RITA DE CÁSSIA,"29,1","450,0","11,0","44,5",10,2012,,,,,
SANTA RITA DE CÁSSIA,"25,8","450,0","11,0","44,5",11,2012,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",12,2012,,,,,
SANTA RITA DE CÁSSIA,"25,9","450,0","11,0","44,5",1,2013,,,,,
SANTA RITA DE CÁSSIA,"27,2","450,0","11,0","44,5",2,2013,,,,,
SANTA RITA DE CÁSSIA,"27,0","450,0","11,0","44,5",3,2013,,,,,
SANTA RITA DE CÁSSIA,"26,0","450,0","11,0","44,5",4,2013,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",5,2013,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",6,2013,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",7,2013,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",8,2013,,,,,
SANTA RITA DE CÁSSIA,"28,2","450,0","11,0","44,5",9,2013,,,,,
SANTA RITA DE CÁSSIA,"28,5","450,0","11,0","44,5",10,2013,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",11,2013,,,,,
SANTA RITA DE CÁSSIA,"24,8","450,0","11,0","44,5",12,2013,,,,,
SANTA RITA DE CÁSSIA,"26,4","450,0","11,0","44,5",1,2014,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",2,2014,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",3,2014,,,,,
SANTA RITA DE CÁSSIA,"25,6","450,0","11,0","44,5",4,2014,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",5,2014,,,,,
SANTA RITA DE CÁSSIA,"24,5","450,0","11,0","44,5",6,2014,,,,,
SANTA RITA DE CÁSSIA,"24,7","450,0","11,0","44,5",7,2014,,,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",8,2014,,,,,
SANTA RITA DE CÁSSIA,"27,9","450,0","11,0","44,5",9,2014,,,,,
SANTA RITA DE CÁSSIA,"28,4","450,0","11,0","44,5",10,2014,,,,,
SANTA RITA DE CÁSSIA,"27,5","450,0","11,0","44,5",11,2014,,,,,
SANTA RITA DE CÁSSIA,"25,4","450,0","11,0","44,5",12,2014,,,,,
SANTA RITA DE CÁSSIA,"26,6","450,0","11,0","44,5",1,2015,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",2,2015,,,,,
SANTA RITA DE CÁSSIA,"25,8","450,0","11,0","44,5",3,2015,,,,,
SANTA RITA DE CÁSSIA,"26,3","450,0","11,0","44,5",4,2015,,,,,
SANTA RITA DE CÁSSIA,"25,1","450,0","11,0","44,5",5,2015,,,,,
SANTA RITA DE CÁSSIA,"24,5","450,0","11,0","44,5",6,2015,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",7,2015,,,,,
SANTA RITA DE CÁSSIA,"25,1","450,0","11,0","44,5",8,2015,,,,,
SANTA RITA DE CÁSSIA,"28,1","450,0","11,0","44,5",9,2015,,,,,
SANTA RITA DE CÁSSIA,"29,2","450,0","11,0","44,5",10,2015,,,,,
SANTA RITA DE CÁSSIA,"28,5","450,0","11,0","44,5",11,2015,,,,,
SANTA RITA DE CÁSSIA,"28,2","450,0","11,0","44,5",12,2015,,,,,
SANTA RITA DE CÁSSIA,"25,0","450,0","11,0","44,5",1,2016,,,,,
SANTA RITA DE CÁSSIA,"26,2","450,0","11,0","44,5",2,2016,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",3,2016,,,,,
SANTA RITA DE CÁSSIA,"26,7","450,0","11,0","44,5",4,2016,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",5,2016,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",6,2016,,,,,
SANTA RITA DE CÁSSIA,"23,6","450,0","11,0","44,5",7,2016,,,,,
SANTA RITA DE CÁSSIA,"26,2","450,0","11,0","44,5",8,2016,,,,,
SANTA RITA DE CÁSSIA,"27,1","450,0","11,0","44,5",9,2016,,,,,
SANTA RITA DE CÁSSIA,"28,1","450,0","11,0","44,5",10,2016,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",11,2016,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",12,2016,,,,,
SANTA RITA DE CÁSSIA,"26,4","450,0","11,0","44,5",1,2017,,,,,
SANTA RITA DE CÁSSIA,"24,7","450,0","11,0","44,5",2,2017,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",3,2017,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",4,2017,,,,,
SANTA RITA DE CÁSSIA,"25,6","450,0","11,0","44,5",5,2017,,,,,
SANTA RITA DE CÁSSIA,"24,4","450,0","11,0","44,5",6,2017,,,,,
SANTA RITA DE CÁSSIA,"22,7","450,0","11,0","44,5",7,2017,,,,,
SANTA RITA DE CÁSSIA,"25,1","450,0","11,0","44,5",8,2017,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",9,2017,,,,,
SANTA RITA DE CÁSSIA,"29,0","450,0","11,0","44,5",10,2017,,,,,
SANTA RITA DE CÁSSIA,"26,7","450,0","11,0","44,5",11,2017,,,,,
SANTA RITA DE CÁSSIA,"26,0","450,0","11,0","44,5",12,2017,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",1,2018,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",2,2018,,,,,
SANTA RITA DE CÁSSIA,"24,9","450,0","11,0","44,5",3,2018,,,,,
SANTA RITA DE CÁSSIA,"25,2","450,0","11,0","44,5",4,2018,,,,,
SANTA RITA DE CÁSSIA,"25,3","450,0","11,0","44,5",5,2018,,,,,
SANTA RITA DE CÁSSIA,"23,5","450,0","11,0","44,5",6,2018,,,,,
SANTA RITA DE CÁSSIA,"23,2","450,0","11,0","44,5",7,2018,,,,,
SANTA RITA DE CÁSSIA,"25,7","450,0","11,0","44,5",8,2018,,,,,
SANTA RITA DE CÁSSIA,"27,7","450,0","11,0","44,5",9,2018,,,,,
SANTA RITA DE CÁSSIA,"28,4","450,0","11,0","44,5",10,2018,,,,,
SANTA RITA DE CÁSSIA,"26,4","450,0","11,0","44,5",11,2018,,,,,
SANTA RITA DE CÁSSIA,"25,0","450,0","11,0","44,5",12,2018,,,,,
SANTA RITA DE CÁSSIA,"26,8","450,0","11,0","44,5",1,2019,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",2,2019,,,,,
SANTA RITA DE CÁSSIA,"25,5","450,0","11,0","44,5",3,2019,,,,,
SANTA RITA DE CÁSSIA,"26,1","450,0","11,0","44,5",4,2019,,,,,
SANTA RITA DE CÁSSIA,"25,6","450,0","11,0","44,5",5,2019,,,,,
SANTA RITA DE CÁSSIA,"24,0","450,0","11,0","44,5",6,2019,,,,,
SANTA RITA DE CÁSSIA,"23,6","450,0","11,0","44,5",7,2019,,,,,
SANTA RITA DE CÁSSIA,"24,6","450,0","11,0","44,5",8,2019,,,,,
SANTA RITA DE CÁSSIA,"27,3","450,0","11,0","44,5",9,2019,,,,,
SANTA RITA DE CÁSSIA,"28,7","450,0","11,0","44,5",10,2019,,,,,
SANTA RITA DE CÁSSIA,"28,6","450,0","11,0","44,5",11,2019,,,,,
SANTA RITA DE CÁSSIA,"28,0","450,0","11,0","44,5",12,2019,,Latitude: -14.88638888,,,
VITÓRIA DA CONQUISTA,"22,3","879,5","14,9","40,8",1,1999,,Longitude: -40.80138888,,,
VITÓRIA DA CONQUISTA,"22,1","879,5","14,9","40,8",2,1999,,Altitude: 879.47,,,
VITÓRIA DA CONQUISTA,"21,9","879,5","14,9","40,8",3,1999,,,,,
